BudgetBookVersion	AnalysisGroup	HeadNumber	RevenueDescription	BudgetYear	DataVersion	DataValue
1995	FEES AND CHARGES	12	WHARFAGE	1995	ESTIMATE	700
1995	FEES AND CHARGES	13	POST OFFICE	1992	ACTUAL	7678
1995	FEES AND CHARGES	13	POST OFFICE	1994	ORIGINAL	7398
1995	FEES AND CHARGES	13	POST OFFICE	1994	REVISED	7508
1995	FEES AND CHARGES	13	POST OFFICE	1995	ESTIMATE	8394
1995	FEES AND CHARGES	30	FERRY SERVICES	1992	ACTUAL	1271
1995	FEES AND CHARGES	30	FERRY SERVICES	1994	ORIGINAL	1200
1995	FEES AND CHARGES	30	FERRY SERVICES	1994	REVISED	1200
1995	FEES AND CHARGES	30	FERRY SERVICES	1995	ESTIMATE	1800
1995	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1992	ACTUAL	940
1995	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1994	ORIGINAL	859
1995	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1994	REVISED	739
1995	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1995	ESTIMATE	890
1995	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1992	ACTUAL	2994
1995	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1994	ORIGINAL	3028
1995	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1994	REVISED	2798
1995	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1995	ESTIMATE	2884
1995	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1992	ACTUAL	3764
1995	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1994	ORIGINAL	3050
1995	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1994	REVISED	2804
1995	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1995	ESTIMATE	3500
1995	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1992	ACTUAL	0
1995	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1994	ORIGINAL	750
1995	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1994	REVISED	1000
1995	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1995	ESTIMATE	3345
1995	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1992	ACTUAL	4082
1995	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1994	ORIGINAL	4855
1995	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1994	REVISED	3898
1995	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1995	ESTIMATE	4081
1995	FEES AND CHARGES	36	RENTALS	1992	ACTUAL	990
1995	FEES AND CHARGES	36	RENTALS	1994	ORIGINAL	1000
1995	FEES AND CHARGES	36	RENTALS	1994	REVISED	1000
1995	FEES AND CHARGES	36	RENTALS	1995	ESTIMATE	1000
1995	FEES AND CHARGES	36	GOLF COURSES	1992	ACTUAL	4718
1995	FEES AND CHARGES	36	GOLF COURSES	1994	ORIGINAL	4938
1995	FEES AND CHARGES	36	GOLF COURSES	1994	REVISED	4933
1995	FEES AND CHARGES	36	GOLF COURSES	1995	ESTIMATE	4597
1995	OTHER RECEIPTS	03	FINES AND FORFEITURES	1992	ACTUAL	3159
1995	OTHER RECEIPTS	03	FINES AND FORFEITURES	1994	ORIGINAL	3313
1995	OTHER RECEIPTS	03	FINES AND FORFEITURES	1994	REVISED	2113
1995	OTHER RECEIPTS	03	FINES AND FORFEITURES	1995	ESTIMATE	2883
1995	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1992	ACTUAL	1000
1995	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1994	ORIGINAL	700
1995	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1994	REVISED	700
1995	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1995	ESTIMATE	700
1995	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1992	ACTUAL	5643
1995	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1994	ORIGINAL	5700
1995	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1994	REVISED	7000
1995	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1995	ESTIMATE	7400
1995	OTHER RECEIPTS	11	OTHER REVENUE	1992	ACTUAL	8322
1995	OTHER RECEIPTS	11	OTHER REVENUE	1994	ORIGINAL	9407
1995	OTHER RECEIPTS	11	OTHER REVENUE	1994	REVISED	11579
1995	OTHER RECEIPTS	11	OTHER REVENUE	1995	ESTIMATE	12390
1996		12	CUSTOMS DUTY	1994	ACTUAL	135619
1996		12	CUSTOMS DUTY	1995	ORIGINAL	134500
1996		12	CUSTOMS DUTY	1995	REVISED	134500
1996		12	CUSTOMS DUTY	1996	ESTIMATE	138200
1996		38	HOSPITAL LEVY	1994	ACTUAL	65639
1996		38	HOSPITAL LEVY	1995	ORIGINAL	0
1996		38	HOSPITAL LEVY	1995	REVISED	0
1996		38	HOSPITAL LEVY	1996	ESTIMATE	0
1996	TAXES	11	PAYROLL TAX	1994	ACTUAL	0
1996	TAXES	11	PAYROLL TAX	1995	ORIGINAL	107400
1996	TAXES	11	PAYROLL TAX	1995	REVISED	107400
1996	TAXES	11	PAYROLL TAX	1996	ESTIMATE	115000
1996	TAXES	11	BETTING TAX	1994	ACTUAL	1430
1996	TAXES	11	BETTING TAX	1995	ORIGINAL	1250
1996	TAXES	11	BETTING TAX	1995	REVISED	1200
1996	TAXES	11	BETTING TAX	1996	ESTIMATE	1300
1996	TAXES	11	LAND TAX	1994	ACTUAL	22202
1996	TAXES	11	LAND TAX	1995	ORIGINAL	22500
1996	TAXES	11	LAND TAX	1995	REVISED	23000
1996	TAXES	11	LAND TAX	1996	ESTIMATE	24100
1996	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1994	ACTUAL	2778
1996	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1995	ORIGINAL	2100
1996	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1995	REVISED	2200
1996	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1996	ESTIMATE	2200
1996	TAXES	11	PASSENGER TAXES	1994	ACTUAL	17912
1996	TAXES	11	PASSENGER TAXES	1995	ORIGINAL	20445
1996	TAXES	11	PASSENGER TAXES	1995	REVISED	20045
1996	TAXES	11	PASSENGER TAXES	1996	ESTIMATE	20245
1996	TAXES	11	STAMP DUTIES	1994	ACTUAL	14225
1996	TAXES	11	STAMP DUTIES	1995	ORIGINAL	17414
1996	TAXES	11	STAMP DUTIES	1995	REVISED	15014
1996	TAXES	11	STAMP DUTIES	1996	ESTIMATE	15014
1996	TAXES	34	VEHICLE LICENCESAND REGISTRATION	1994	ACTUAL	14071
1996	TAXES	34	VEHICLE LICENCESAND REGISTRATION	1995	ORIGINAL	15451
1996	TAXES	34	VEHICLE LICENCESAND REGISTRATION	1995	REVISED	14361
1996	TAXES	34	VEHICLE LICENCESAND REGISTRATION	1996	ESTIMATE	14922
1996	TAXES	38	EMPLOYMENT TAX	1994	ACTUAL	30030
1996	TAXES	38	EMPLOYMENT TAX	1995	ORIGINAL	0
1996	TAXES	38	EMPLOYMENT TAX	1995	REVISED	0
1996	TAXES	38	EMPLOYMENT TAX	1996	ESTIMATE	0
1996	TAXES	38	HOTEL OCCUPANCY	1994	ACTUAL	11352
1996	TAXES	38	HOTEL OCCUPANCY	1995	ORIGINAL	11900
1996	TAXES	38	HOTEL OCCUPANCY	1995	REVISED	13000
1996	TAXES	38	HOTEL OCCUPANCY	1996	ESTIMATE	14000
1996	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1994	ACTUAL	8661
1996	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1995	ORIGINAL	7425
1996	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1995	REVISED	4830
1996	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1996	ESTIMATE	7115
1996	TAXES	39	COMPANIES - INTERNATIONAL	1994	ACTUAL	28062
1996	TAXES	39	COMPANIES - INTERNATIONAL	1995	ORIGINAL	26252
1996	TAXES	39	COMPANIES - INTERNATIONAL	1995	REVISED	28130
1996	TAXES	39	COMPANIES - INTERNATIONAL	1996	ESTIMATE	30424
1996	TAXES	39	COMPANIES LOCAL	1994	ACTUAL	1618
1996	TAXES	39	COMPANIES LOCAL	1995	ORIGINAL	2100
1996	TAXES	39	COMPANIES LOCAL	1995	REVISED	2100
1996	TAXES	39	COMPANIES LOCAL	1996	ESTIMATE	1958
1996	TAXES	39	COMPANIES LICENCES	1994	ACTUAL	2127
1996	TAXES	39	COMPANIES LICENCES	1995	ORIGINAL	816
1996	TAXES	39	COMPANIES LICENCES	1995	REVISED	1524
1996	TAXES	39	COMPANIES LICENCES	1996	ESTIMATE	1850
1996	TAXES	39	INSURANCE FEES	1994	ACTUAL	1924
1996	TAXES	39	INSURANCE FEES	1995	ORIGINAL	1948
1996	TAXES	39	INSURANCE FEES	1995	REVISED	1948
1996	TAXES	39	INSURANCE FEES	1996	ESTIMATE	1935
1996	FEES AND CHARGES	12	WHARFAGE	1994	ACTUAL	630
1996	FEES AND CHARGES	12	WHARFAGE	1995	ORIGINAL	700
1996	FEES AND CHARGES	12	WHARFAGE	1995	REVISED	700
1996	FEES AND CHARGES	12	WHARFAGE	1996	ESTIMATE	700
1996	FEES AND CHARGES	13	POST OFFICE	1994	ACTUAL	8203
1996	FEES AND CHARGES	13	POST OFFICE	1995	ORIGINAL	8394
1996	FEES AND CHARGES	13	POST OFFICE	1995	REVISED	7809
1996	FEES AND CHARGES	13	POST OFFICE	1996	ESTIMATE	8284
1996	FEES AND CHARGES	35	BUS REVENUES	1994	ACTUAL	0
1996	FEES AND CHARGES	35	BUS REVENUES	1995	ORIGINAL	0
1996	FEES AND CHARGES	35	BUS REVENUES	1995	REVISED	0
1996	FEES AND CHARGES	35	BUS REVENUES	1996	ESTIMATE	5379
1996	FEES AND CHARGES	30	FERRY SERVICES	1994	ACTUAL	1596
1996	FEES AND CHARGES	30	FERRY SERVICES	1995	ORIGINAL	1800
1996	FEES AND CHARGES	30	FERRY SERVICES	1995	REVISED	1500
1996	FEES AND CHARGES	30	FERRY SERVICES	1996	ESTIMATE	1500
1996	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1994	ACTUAL	647
1996	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1995	ORIGINAL	890
1996	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1995	REVISED	900
1996	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1996	ESTIMATE	800
1996	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1994	ACTUAL	3037
1996	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1995	ORIGINAL	2884
1996	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1995	REVISED	2884
1996	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1996	ESTIMATE	2185
1996	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1994	ACTUAL	3228
1996	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1995	ORIGINAL	3500
1996	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1995	REVISED	4979
1996	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1996	ESTIMATE	7022
1996	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1994	ACTUAL	906
1996	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1995	ORIGINAL	3345
1996	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1995	REVISED	2345
1996	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1996	ESTIMATE	2900
1996	FEES AND CHARGES	27	INWIGRATION RECEIPTS	1994	ACTUAL	4216
1996	FEES AND CHARGES	27	INWIGRATION RECEIPTS	1995	ORIGINAL	4081
1996	FEES AND CHARGES	27	INWIGRATION RECEIPTS	1995	REVISED	4082
1996	FEES AND CHARGES	27	INWIGRATION RECEIPTS	1996	ESTIMATE	4586
1996	FEES AND CHARGES	36	RENTALS	1994	ACTUAL	1146
1996	FEES AND CHARGES	36	RENTALS	1995	ORIGINAL	1000
1996	FEES AND CHARGES	36	RENTALS	1995	REVISED	1144
1996	FEES AND CHARGES	36	RENTALS	1996	ESTIMATE	1405
1996	FEES AND CHARGES	36	GOLF COURSES	1994	ACTUAL	4901
1996	FEES AND CHARGES	36	GOLF COURSES	1995	ORIGINAL	4597
1996	FEES AND CHARGES	36	GOLF COURSES	1995	REVISED	4633
1996	FEES AND CHARGES	36	GOLF COURSES	1996	ESTIMATE	4727
1996	OTHER RECEIPTS	03	FINES ANO FORFEITURES	1994	ACTUAL	2932
1996	OTHER RECEIPTS	03	FINES ANO FORFEITURES	1995	ORIGINAL	2883
1996	OTHER RECEIPTS	03	FINES ANO FORFEITURES	1995	REVISED	1494
1996	OTHER RECEIPTS	03	FINES ANO FORFEITURES	1996	ESTIMATE	1950
1996	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1994	ACTUAL	826
1996	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1995	ORIGINAL	700
1996	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1995	REVISED	700
1996	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1996	ESTIMATE	500
1996	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1994	ACTUAL	6172
1996	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1995	ORIGINAL	7400
1996	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1995	REVISED	7400
1996	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1996	ESTIMATE	7000
1996	OTHER RECEIPTS	0	OTHER REVENUE	1994	ACTUAL	10167
1996	OTHER RECEIPTS	0	OTHER REVENUE	1995	ORIGINAL	12390
1996	OTHER RECEIPTS	0	OTHER REVENUE	1995	REVISED	13815
1996	OTHER RECEIPTS	0	OTHER REVENUE	1996	ESTIMATE	15405
1997		12	CUSTOMS DUTY	1995	ACTUAL	134477
1997		12	CUSTOMS DUTY	1996	ORIGINAL	138200
1997		12	CUSTOMS DUTY	1996	REVISED	140900
1997		12	CUSTOMS DUTY	1997	ESTIMATE	144060
1997	TAXES	11	PAYROLL TAX	1995	ACTUAL	111996
1997	TAXES	11	PAYROLL TAX	1996	ORIGINAL	115000
1997	TAXES	11	PAYROLL TAX	1996	REVISED	128200
1997	TAXES	11	PAYROLL TAX	1997	ESTIMATE	133000
1997	TAXES	11	BETTING TAX	1995	ACTUAL	1198
1997	TAXES	11	BETTING TAX	1996	ORIGINAL	1300
1997	TAXES	11	BETTING TAX	1996	REVISED	1300
1997	TAXES	11	BETTING TAX	1997	ESTIMATE	1300
1997	TAXES	11	LAND TAX	1995	ACTUAL	23884
1997	TAXES	11	LAND TAX	1996	ORIGINAL	24100
1997	TAXES	11	LAND TAX	1996	REVISED	24100
1997	TAXES	11	LAND TAX	1997	ESTIMATE	24300
1997	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1995	ACTUAL	2662
1997	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1996	ORIGINAL	2200
1997	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1996	REVISED	2400
1997	TAXES	11	FOREIGN CURRENCY PURCHASE TAX	1997	ESTIMATE	2500
1997	TAXES	11	PASSENGER TAXES	1995	ACTUAL	20022
1997	TAXES	11	PASSENGER TAXES	1996	ORIGINAL	20245
1997	TAXES	11	PASSENGER TAXES	1996	REVISED	20545
1997	TAXES	11	PASSENGER TAXES	1997	ESTIMATE	20545
1997	TAXES	11	STAMP DUTIES	1995	ACTUAL	14589
1997	TAXES	11	STAMP DUTIES	1996	ORIGINAL	15014
1997	TAXES	11	STAMP DUTIES	1996	REVISED	18714
1997	TAXES	11	STAMP DUTIES	1997	ESTIMATE	20014
1997	TAXES	11	INTEREST ON DEPOSIT	1995	ACTUAL	1201
1997	TAXES	11	INTEREST ON DEPOSIT	1996	ORIGINAL	1000
1997	TAXES	11	INTEREST ON DEPOSIT	1996	REVISED	1000
1997	TAXES	11	INTEREST ON DEPOSIT	1997	ESTIMATE	1000
1997	TAXES	34	VEHICLE LICENCES AND REGISTRATION	1995	ACTUAL	14034
1997	TAXES	34	VEHICLE LICENCES AND REGISTRATION	1996	ORIGINAL	14922
1997	TAXES	34	VEHICLE LICENCES AND REGISTRATION	1996	REVISED	16042
1997	TAXES	34	VEHICLE LICENCES AND REGISTRATION	1997	ESTIMATE	17409
1997	TAXES	38	HOTEL OCCUPANCY	1995	ACTUAL	13193
1997	TAXES	38	HOTEL OCCUPANCY	1996	ORIGINAL	14000
1997	TAXES	38	HOTEL OCCUPANCY	1996	REVISED	13500
1997	TAXES	38	HOTEL OCCUPANCY	1997	ESTIMATE	13500
1997	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1995	ACTUAL	4258
1997	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1996	ORIGINAL	7115
1997	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1996	REVISED	6321
1997	TAXES	27	SALE OF LAND TO NON-BERMUDIANS	1997	ESTIMATE	7025
1997	TAXES	39	COMPANIES - INTERNATIONAL	1995	ACTUAL	28795
1997	TAXES	39	COMPANIES - INTERNATIONAL	1996	ORIGINAL	30424
1997	TAXES	39	COMPANIES - INTERNATIONAL	1996	REVISED	28993
1997	TAXES	39	COMPANIES - INTERNATIONAL	1997	ESTIMATE	29507
1997	TAXES	38	CORPORATE SERVICE TAX	1995	ACTUAL	1780
1997	TAXES	38	CORPORATE SERVICE TAX	1996	ORIGINAL	2200
1997	TAXES	38	CORPORATE SERVICE TAX	1996	REVISED	2000
1997	TAXES	38	CORPORATE SERVICE TAX	1997	ESTIMATE	2000
1997	TAXES	39	COMPANIES LOCAL	1995	ACTUAL	1603
1997	TAXES	39	COMPANIES LOCAL	1996	ORIGINAL	1958
1997	TAXES	39	COMPANIES LOCAL	1996	REVISED	1800
1997	TAXES	39	COMPANIES LOCAL	1997	ESTIMATE	1850
1997	TAXES	39	COMPANIES LICENCES	1995	ACTUAL	2741
1997	TAXES	39	COMPANIES LICENCES	1996	ORIGINAL	2160
1997	TAXES	39	COMPANIES LICENCES	1996	REVISED	2700
1997	TAXES	39	COMPANIES LICENCES	1997	ESTIMATE	2700
1997	TAXES	39	INSURANCE FEES	1995	ACTUAL	1695
1997	TAXES	39	INSURANCE FEES	1996	ORIGINAL	1935
1997	TAXES	39	INSURANCE FEES	1996	REVISED	1969
1997	TAXES	39	INSURANCE FEES	1997	ESTIMATE	2424
1997	FEES AND CHARGES	12	WHARFAGE	1995	ACTUAL	606
1997	FEES AND CHARGES	12	WHARFAGE	1996	ORIGINAL	700
1997	FEES AND CHARGES	12	WHARFAGE	1996	REVISED	700
1997	FEES AND CHARGES	12	WHARFAGE	1997	ESTIMATE	700
1997	FEES AND CHARGES	13	POST OFFICE	1995	ACTUAL	7741
1997	FEES AND CHARGES	13	POST OFFICE	1996	ORIGINAL	8284
1997	FEES AND CHARGES	13	POST OFFICE	1996	REVISED	8971
1997	FEES AND CHARGES	13	POST OFFICE	1997	ESTIMATE	8977
1997	FEES AND CHARGES	35	BUS REVENUES	1995	ACTUAL	0
1997	FEES AND CHARGES	35	BUS REVENUES	1996	ORIGINAL	5379
1997	FEES AND CHARGES	35	BUS REVENUES	1996	REVISED	5368
1997	FEES AND CHARGES	35	BUS REVENUES	1997	ESTIMATE	5610
1997	FEES AND CHARGES	30	FERRY SERVICES	1995	ACTUAL	1437
1997	FEES AND CHARGES	30	FERRY SERVICES	1996	ORIGINAL	1500
1997	FEES AND CHARGES	30	FERRY SERVICES	1996	REVISED	1550
1997	FEES AND CHARGES	30	FERRY SERVICES	1997	ESTIMATE	1578
1997	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1995	ACTUAL	446
1997	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1996	ORIGINAL	800
1997	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1996	REVISED	817
1997	FEES AND CHARGES	30	REGISTRATION OF SHIPPING	1997	ESTIMATE	790
1997	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1995	ACTUAL	2756
1997	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1996	ORIGINAL	2185
1997	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1996	REVISED	2185
1997	FEES AND CHARGES	30	SERVICES TO SEABORNE SHIPPING	1997	ESTIMATE	2601
1997	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1995	ACTUAL	4626
1997	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1996	ORIGINAL	7022
1997	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1996	REVISED	6496
1997	FEES AND CHARGES	31	AIR TERMINAL AND AVIATION	1997	ESTIMATE	7316
1997	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1995	ACTUAL	2217
1997	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1996	ORIGINAL	2900
1997	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1996	REVISED	1500
1997	FEES AND CHARGES	57	AIRCRAFT REGISTRATION	1997	ESTIMATE	1700
1997	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1995	ACTUAL	4496
1997	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1996	ORIGINAL	4586
1997	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1996	REVISED	4964
1997	FEES AND CHARGES	27	IMMIGRATION RECEIPTS	1997	ESTIMATE	4851
1997	FEES AND CHARGES	36	SOLID WASTE	1995	ACTUAL	1262
1997	FEES AND CHARGES	36	SOLID WASTE	1996	ORIGINAL	640
1997	FEES AND CHARGES	36	SOLID WASTE	1996	REVISED	600
1997	FEES AND CHARGES	36	SOLID WASTE	1997	ESTIMATE	600
1997	FEES AND CHARGES	36	RENTALS	1995	ACTUAL	1348
1997	FEES AND CHARGES	36	RENTALS	1996	ORIGINAL	1160
1997	FEES AND CHARGES	36	RENTALS	1996	REVISED	1300
1997	FEES AND CHARGES	36	RENTALS	1997	ESTIMATE	1365
1997	FEES AND CHARGES	36	GOLF COURSES	1995	ACTUAL	4796
1997	FEES AND CHARGES	36	GOLF COURSES	1996	ORIGINAL	4727
1997	FEES AND CHARGES	36	GOLF COURSES	1996	REVISED	5413
1997	FEES AND CHARGES	36	GOLF COURSES	1997	ESTIMATE	5623
1997	OTHER RECEIPTS	03	FINES AND FORFEITURES	1995	ACTUAL	2996
1997	OTHER RECEIPTS	03	FINES AND FORFEITURES	1996	ORIGINAL	1950
1997	OTHER RECEIPTS	03	FINES AND FORFEITURES	1996	REVISED	3294
1997	OTHER RECEIPTS	03	FINES AND FORFEITURES	1997	ESTIMATE	3385
1997	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1995	ACTUAL	1159
1997	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1996	ORIGINAL	500
1997	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1996	REVISED	500
1997	OTHER RECEIPTS	11	BERMUDA MONETARY AUTHORITY	1997	ESTIMATE	750
1997	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1995	ACTUAL	6628
1997	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1996	ORIGINAL	7000
1997	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1996	REVISED	7000
1997	OTHER RECEIPTS	46	TELECOMMUNICATIONS RECEIPTS	1997	ESTIMATE	7000
1997	OTHER RECEIPTS	0	OTHER REVENUE	1995	ACTUAL	10292
1997	OTHER RECEIPTS	0	OTHER REVENUE	1996	ORIGINAL	11500
1997	OTHER RECEIPTS	0	OTHER REVENUE	1996	REVISED	11940
1997	OTHER RECEIPTS	0	OTHER REVENUE	1997	ESTIMATE	12460
1998	TAXES & DUTIES	11	BETTING TAX	1996	ACTUAL	1445
1998	TAXES & DUTIES	11	BETTING TAX	1997	ORIGINAL	1300
1998	TAXES & DUTIES	11	BETTING TAX	1997	REVISED	1750
1998	TAXES & DUTIES	11	BETTING TAX	1998	ESTIMATE	1500
1998	TAXES & DUTIES	11	LAND TAX	1996	ACTUAL	24889
1998	TAXES & DUTIES	11	LAND TAX	1997	ORIGINAL	24300
1998	TAXES & DUTIES	11	LAND TAX	1997	REVISED	27000
1998	TAXES & DUTIES	11	LAND TAX	1998	ESTIMATE	27000
1998	TAXES & DUTIES	11	FOREIGN CURRENCY PURCHASE TAX	1996	ACTUAL	2740
1998	TAXES & DUTIES	11	FOREIGN CURRENCY PURCHASE TAX	1997	ORIGINAL	2500
1998	TAXES & DUTIES	11	FOREIGN CURRENCY PURCHASE TAX	1997	REVISED	3000
1998	TAXES & DUTIES	11	FOREIGN CURRENCY PURCHASE TAX	1998	ESTIMATE	3000
1998	TAXES & DUTIES	11	PASSENGER TAXES	1996	ACTUAL	20670
1998	TAXES & DUTIES	11	PASSENGER TAXES	1997	ORIGINAL	20545
1998	TAXES & DUTIES	11	PASSENGER TAXES	1997	REVISED	20165
1998	TAXES & DUTIES	11	PASSENGER TAXES	1998	ESTIMATE	22195
1998	TAXES & DUTIES	11	STAMP DUTIES	1996	ACTUAL	18460
1998	TAXES & DUTIES	11	STAMP DUTIES	1997	ORIGINAL	20014
1998	TAXES & DUTIES	11	STAMP DUTIES	1997	REVISED	20014
1998	TAXES & DUTIES	11	STAMP DUTIES	1998	ESTIMATE	20778
1998	TAXES & DUTIES	12	CUSTOMS DUTY	1996	ACTUAL	142799
1998	TAXES & DUTIES	12	CUSTOMS DUTY	1997	ORIGINAL	144060
1998	TAXES & DUTIES	12	CUSTOMS DUTY	1997	REVISED	147060
1998	TAXES & DUTIES	12	CUSTOMS DUTY	1998	ESTIMATE	152060
1998	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	1996	ACTUAL	7231
1998	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	1997	ORIGINAL	7025
1998	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	1997	REVISED	13325
1998	TAXES & DUTIES	27	SALE OF LAND TO NON-BERMUDIANS	1998	ESTIMATE	7526
1998	TAXES & DUTIES	29	TIMESHARING TAX	1996	ACTUAL	373
1998	TAXES & DUTIES	29	TIMESHARING TAX	1997	ORIGINAL	300
1998	TAXES & DUTIES	29	TIMESHARING TAX	1997	REVISED	300
1998	TAXES & DUTIES	29	TIMESHARING TAX	1998	ESTIMATE	300
1998	TAXES & DUTIES	38	PAYROLL TAX	1996	ACTUAL	128124
1998	TAXES & DUTIES	38	PAYROLL TAX	1997	ORIGINAL	133000
1998	TAXES & DUTIES	38	PAYROLL TAX	1997	REVISED	136000
1998	TAXES & DUTIES	38	PAYROLL TAX	1998	ESTIMATE	141000
1998	TAXES & DUTIES	38	HOTEL OCCUPANCY	1996	ACTUAL	13251
1998	TAXES & DUTIES	38	HOTEL OCCUPANCY	1997	ORIGINAL	13500
1998	TAXES & DUTIES	38	HOTEL OCCUPANCY	1997	REVISED	13300
1998	TAXES & DUTIES	38	HOTEL OCCUPANCY	1998	ESTIMATE	13400
1998	TAXES & DUTIES	38	CORPORATE SERVICE TAX	1996	ACTUAL	1793
1998	TAXES & DUTIES	38	CORPORATE SERVICE TAX	1997	ORIGINAL	2000
1998	TAXES & DUTIES	38	CORPORATE SERVICE TAX	1997	REVISED	1900
1998	TAXES & DUTIES	38	CORPORATE SERVICE TAX	1998	ESTIMATE	2000
